Year,State,Program,Level,College/University Name,Type,Affiliated University,State,City,Courses Offered,Intake Capacity,Accreditation,Approval Year
2014-2015,Gujarat,Pharmacy,UG,1-2007980508,DR. SUBHASH TECHNICAL CAMPUS,KHAMDHROL ROAD,JUNAGADH,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2007985571,L B RAO INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,"B D RAO COLLEGE CAMPUS, B D RAO COLLEGE CAMPUS ROAD, KHAMBHAT",ANAND,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2007995007,SHANKERSINH VAGHELA BAPU TECHNICAL CAMPUS,GANDHINAGAR MANSA HIGHWAY ROAD NR. RANDHEJA RLY CROSSING,GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008026777,K.B.INTITUTE OF PHARMACEUTICAL EDUCTION AND RESEARCH,"GH/6, SECTOR-23, KADI CAMPUS, GANDHINAGAR- 382 023, GUJARAT",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008095038,KALOL INSTITUTE OF PHARMACY,"B/H OLD JANPATH HOTEL, KALOL-MEHSANA HIGHWAY, DIST: GANDHINAGAR",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008097905,ATMIYA PHARMACY COLLEGE,"AT AND POST ANKODIA, SEVASI-KOYALI ROAD, VADOARA-391330",VADODARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008104627,SMT. B.N.B SWAMINARAYAN PHARMACY COLLEGE,"SMT. B.N.B. SWAMINARAYAN PHARMACY COLLEGE, NH NO. 8 SALVAV, TAL PARDI, DIST VALSAD",VALSAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008127163,VEERAYATAN INSTITUTE OF PHARMACY,"VILLAGE-JAKHNIYA, POST-TALWANA, BHUJ-MANDVI ROAD, KUTCH, GUJARAT-370460, INDIA",KUTCH,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008132176,SIGMA INSTITUTE OF PHARMACY,"AT-POST: BAKROL, AJWA-NIMETA ROAD, NEAR MADHAV NAGAR TA-WAGHODIYA, DIST-BARODA",VADODARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008132679,L. M. COLLEGE OF PHARMACY,"P.O BOX NO: 4011, NAVRANGPURA AHMEDABAD",AHMEDABAD,Govt aided,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008135232,SARDAR PATEL COLLEGE OF PHARMACY,"NEAR PARTH TOWNSHIP, VIDYANAGAR - VADTAL ROAD, BAKROL-388315.",ANAND,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008135482,A.R.COLLEGE OF PHARMACY & G.H.PATEL INSTITUTE OF PHARMACY,POST BOX NO- 19 MOTA BAZAR VALLABH VIDYANGAR,ANAND,Govt aided,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008145385,"VIDYABHARTI TRUST COLLEGE OF PHARMACY,UMRAKH","VIDYABHARTI CAMPUS, BARDOLI - MOTA ROAD, UMRAKH,",SURAT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008146700,INDUKAKA IPCOWALA COLLEGE OF PHARMACY,"NEW VALLABH VIDYANAGAR BEYOND GIDC PHASE - IV, POST BOX NO. 53, POST OFFICE - VITHAL UDYOGNAGAR",ANAND,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008189168,C. U. SHAH COLLEGE OF PHARMACY & RESEARCH,"SURENDRANAGAR - AHMEDABAD HIGHWAY, OPP. IBP PETROL PUMP, WADHWAN CITY, DIST.:- SURENDRANAGAR.",SURENDRANAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008203367,K.B.RAVAL COLLEGE OF PHARMACY,"AT:SHERTHA,PO:KASTURINAGAR, TA&DIST:GANDHINAGAR,GUJARAT.",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008245722,ANAND PHARMACY COLLEGE,OPP. TOWN HALL ANAND.388001 GUJARAT INDIA,ANAND,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008255246,"B. PHARMACY COLLEGE, NAVALGADH",AT&PO: NAVALGADH TA: DHANGADRA DIS: SURENDRANAGAR,SURENDRANAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008258015,"""SHRI SATSANGI SAKETDHAM 'RAM ASHRAM' GROUP OF INSTITUTIONS""",AT. & PO. VADASMA,MEHSANA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008266018,C. K. PITHAWALLA INSTITUTE OF PHARMACEUTICAL SCIENCE & RESEARCH,"NEAR MALVAN TEMPLE, VIA MAGDALLA PORT, B/H. GAVIER VILLAGE, DUMAS ROAD, SURAT-395009 GUJARAT, INDIA",SURAT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008269096,SARASWATI INSTITUTE OF PHARMACEUTICAL SCIENCES,"AT & POST : DHANAP,TA.& DISTRICT: GANDHINAGAR,",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008269286,SHRI B. M. SHAH COLLEGE OF PHARMACEUTICAL EDUCATION & RESEARCH,"COLLEGE CAMPUS, DHANSURA ROAD,MODASA",SABARKANTHA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008279141,SHREE S.K.PATEL COLLEGE OF PHARMACEUTICAL EDUCATION & RESEARCH,"GANPAT UNIVERSITY, GANPAT VIDYANAGAR, MEHSANA - GOZARIA HIGHWAY, AT:KHERVA, TA. & DIST: MEHSANA (NORTH GUJARAT)",MEHSANA,University Managed,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008390115,SHREE H. N. SHUKLA INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,"C/O, B.M.KYADA INTERNATIONAL SCHOOL CAMPUS NEAR LALPARI LAKE, BEHIND MARKETING YARD, AMARGADH-BHICHARI RAJKOT GUJARAT 360003",RAJKOT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008404860,"B. PHARMACY COLLEGE, RAMPURA-KAKANPUR","AT.RAMPURA, POST. KAKANPUR TA. GODHRA, DIST. PANCHMAHALS GUJARAT. PINCODE-389713",PANCHMAHAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008411761,"SAURASHTRA UNIVERSITY, DEPARTMENT OF PHARMCEUTICAL SCIENCES","DEPARETMNET OF PHARMACEUTICAL SCIENCES, UNIVERSITY ROAD, SAURASHTRA UNIVERSITY CAMPUS, RAJKOT - 360005 GUJARAT",RAJKOT,Government,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008419248,MALIBA PHARMACY COLLEGE,"MALIBA CAMPUS,GOPAL VIDYANAGAR,BARDOLI-MAHUVA ROAD, DIST - SURAT, GUJARAT",SURAT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008435168,SMT. NILABEN MANUBHAI PADALIA PHARMACY COLLEGE,"SAURASHTRA NATIONAL HIGHWAY ROAD, NERA ""AUDA"" RING ROAD, OPP. RAMDEVPIR MANDIR, NAVAPURA, TA. SANAND, DIST. AHMEDABAD",AHMEDABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008439554,SHIVAM PHARMACEUTICAL STUDIES & RESEARCH CENTRE,"OPP. SWAMINARAYAN VIDYAPITH, ANAND-SOJITRA ROAD",ANAND,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008443104,SHREE KRISHNA INSTITUTE OF PHARMACY,"KRISHNA KAMPUS, BECHRAJI-SHANKHALPUR ROAD, TALUKA-BECHRAJI, DIST-MEHSANA, GUJARAT",MEHSANA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008537210,BHAGWAN MAHAVIR COLLEGE OF PHARMACY,"SR. NO.149, BMEF CAMPUS, NEW CITY LIGHT ROAD, NR. ASHIRWAD VILLA, B/H. HEENA BUNGLOWS, BHARTHANA-VESU, SURAT-395017.",SURAT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008547884,NOOTAN PHARMACY COLLEGE,"S.P. SAHAKAR VIDYADHAM, AMBAJI-GANDHINAGAR HWY, KAMANA CROSSING, VISNAGAR-384315 DIST.-MEHSANA, NORTH GUJARAT",MEHSANA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008554314,R. K. COLLEGE OF PHARMACY,"BHAVANAGAR HIGHWAY, KASTURBADHAM, RAJKOT-360020",RAJKOT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008554569,NOBLE GROUP OF INSTITUTIONS,"""PARTH - VATIKA"", JUNAGADH - BHESAN ROAD, VIA - VADAL , NR. BAMANGAM, DIST. - JUNAGADH.",JUNAGADH,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008557347,AKSHAR PREET INSTITUTE OF PHARMACY,"ADI SHANKARACHARYA SHIKSHAN VIKAS SANKUL, LAKHABAVAL ROAD, JAMNAGAR-OKHA STATE HIGHWAY, JAMNAGAR-361006",JAMNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008577070,N. R. VEKARIA INSTITUTE OF PHARMACY,"COMMERCE LAW COLLEGE CAMPUS, BILKHA ROAD, JUNAGADH - 362 001 (GUJARAT)",JUNAGADH,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008577515,K.V. VIRANI INSTITUTE OF PHARMACY & RESEARCH CENTRE,"AT-BADHADA, TALUKA-SAVARKUNDLA,DIST-AMRELI,364522,GUJARAT",AMRELI,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008622773,SHREE SWAMINARAYAN SANSKAR PHARMACY COLLEGE,"AT & POST- ZUNDAL TALUKA & DIST- GANDHINAGAR PIN-382421, GUJARAT",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008634529,MATUSHREE V. B. MANVAR COLLEGE OF PHARMACY,"AT- DUMIYANI, TAL- UPLETA, DIST.-RAJKOT, PIN- 360440 GUJARAT",RAJKOT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008647191,SAL INSTITUTE OF PHARMACY,"OPP. SCIENCE CITY, VILLAGE : BHADAJ",AHMEDABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008647389,SHARDA SCHOOL OF PHARMACY,"OPP. KAILASH DHAM, PETHAPUR- MAHUDI ROAD, PETHAPUR, DIST: GANDHINAGAR, GUJARAT-382610",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008658101,S.S. INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,"NR. RATANPAR MANDIR, RAJKOT MORVI HIGHWAY, HADALA, TA. TANAKA",RAJKOT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008669272,"ROFEL G.M. BILAKHIA COLLEGE OF PHARMACY, VAPI","ROFEL (NAMDHA CAMPUS), VAPI- NAMDHA ROAD, VAPI (WEST) - 396191",VALSAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008669608,S. J. THAKKAR PHARMACY COLLEGE,"OPP. DRIVE IN CINEMA, NEAR N.R.I. BUNGLOW, KALAVAD ROAD,RAJKOT - 360 005, P.O.BOX NO. 1508",RAJKOT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008691110,SMT. R. D. GARDI B. PHARMACY COLLEGE,"RAJKOT-JAMNAGAR HIGHWAY, OPP. TULSI HOTEL, NYARA,",RAJKOT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008712101,SHREE MUKUNDLAL VITTHALDAS SHAH PHARMACY COLLEGE,"NEAR BHAGYODAY HOTEL, MODASA-SHAMALAJI HIGHWAY, AT.- GAJAN, TA.- MODASA, DIST.- SABARKANTHA, GUJARAT, INDIA.",SABARKANTHA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008712406,SMT. S.M.SHAH PHARMACY COLLEGE,AT & PO. AMSARAN,KHEDA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008727074,SMT. CHAMPABEN VASANTBHAI GAJERA PHARMACY MAHILA COLLEGE,"SMT. SHANTABEN HARIBHAI GAJERA SHAIKSHANIK SANKUL, CHAKKARGADH ROAD, AMRELI, GUJARAT-365601",AMRELI,Unaided - Private,Y,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008727314,"SHREE SWAMINARAYN PHARMACY COLLEGE,KEVADIYA COLONY","SWAMINARAYN GURUKUL,KEVADIYA COLONY TA- NANDOD,DIST-NARMADA PIN CODE-393151 GUJARAT ,INDIA",NARMADA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008757810,"FACULTY OF TECHNOLOGY & ENGINEERING, THE MAHARAJA SAYAJIRAO UNIVERSITY OF BARODA","FACULTY OF TECHNOLOGY & ENGINEERING, KALABHAVAN, POST BOX 51, DANDIA BAZAR, VADODARA - 390001",VADODARA,Govt aided,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008766308,LAXMINARAYAN DEV COLLEGE OF PHARMACY,"NARMADANAGAR, NEAR NARAYANKUNJ VIHAR SOCIETY, BHOLLAV",BHARUCH,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008766486,PARUL INSTITUTE OF PHARMACY,"P.O. LIMDA, TAL. WAGHODIA, DIST. VADODARA-391760, GUJARAT STATE",VADODARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008770837,SHREE DHANVANTARY PHARMACY COLLEGE,"NEAR RAILWAY STATION, KUDSAD ROAD KIM (EAST), TA-OLPAD, DI-SURAT",SURAT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008772916,ARIHANT SCHOOL OF PHARMACY AND BIO-RESEARCH INSTITUTE,"S.G. HIGHWAY, UVARSAD SQUARE, POST : ADALAJ DIST. GANDHINAGAR",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008775316,L J INSTITUTE OF PHARMACY,"NR.NAGDEV KALYAN TEMPLE, SANAND-SARKHEJ CROSS ROAD,AHMEDABAD.",AHMEDABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008776049,SHRI SARVAJANIK PHARMACY COLLEGE,"NEAR ARVIND BAUG, MEHSANA-384001 (GUJARAT)",MEHSANA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008778374,B.K.MODY GOVT.PHARMACY COLLEGE,"POLYTECHNIC CAMPUS, NEAR AJI DAM BHAVNAGAR ROAD",RAJKOT,Government,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008780004,RAMANBHAI PATEL COLLEGE OF PHARMACY,"CHAROTAR UNIVERSITY OF SCIENCE AND TECHNOLOGY EDUCATION CAMPUS AT& PO - CHANGA â 388421 TA: PETLAD, DIST: ANAND, GUJARAT.",ANAND,University Managed,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008780710,"SAT KAIVAL COLLEGE OF PHARMACY,SARSA","PARAMGURUPATHSHALA COMPLEX, SARSA CROSS ROAD, TEHSIL:ANAND, DISTRICT: ANAND, GUJARAT-388365,INDIA",ANAND,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008780934,BABARIA INSTITUTE OF PHARMACY,VADODARA MUMBAI NH#8 VARNAMA,VADODARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2008784652,A.P.M.C. COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH,"COLLEGE CAMPUS, MOTIPURA",SABARKANTHA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2019906131,"INDUBHAI PATEL COLLEGE OF PHARMACY AND RESEARCH CENTRE, DHARMAJ","AMRAPALI TOWNSHIP, PETLAD-KHAMBHAT ROAD, DHARMAJ-388430 TA: PETLAD, DIST: ANAND, GUJARAT",ANAND,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2019911611,SHREE SWAMINARAYAN COLLEGE OF PHARMACY,"OPP. KALOL GIDC, NATIONAL HIGHWAY NO. 8, AT & POST: SAIJ, TA: KALOL, DIST: GANDHINAGAR - 382721",GANDHINAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2019912705,A-ONE PHARMACY COLLEGE,"VIL:ANASAN, TAL: DASKROI, DIS:AHMEDABAD",AHMEDABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2019924736,ATMIYA INSTITUTE OF PHARMACY,"""YOGIDHAM GURUKUL"" KALAWAD ROAD",RAJKOT,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2019933370,SHREE SAMANVAY INSTITUTE OF PHARM. EDU. & RESEARCH,"AT & POST-BHAMBHAN, TAJPAR ROAD, OPP. MARUTI ASHRAM, PANDAV DHAR, DIST-BHAVNAGAR",BHAVNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,UG,1-2019985471,PARUL INSTITUTE OF PHARMACY AND RESEARCH,"P.O. LIMDA, TAL. WAGHODIA, DIST. VADODARA - 391760, GUJARAT STATE",VADODARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Gujarat,Pharmacy,PG,No data available in table
2014-2015,Haryana,Pharmacy,UG,No data available in table
2014-2015,Haryana,Pharmacy,PG,No data available in table
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2016339154,"COLLEGE OF PHARMACY, PT. B.D. SHARMA UNIVERSITY OF HEALTH SCIENCES, ROHTAK","COLLEGE OF PHARMACY, PT. B.D. SHARMA UNIVERSITY OF HEALTH SCIENCES, ROHTAK-124001 (HARYANA).",ROHTAK,University Managed,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2016395733,SBMN INSTITUTE OF PHARMACEUTICAL SCIENCE AND RESEARCH,"SBMN GROUP OF INSTITUTIONS ASTHAL BOHAR,ROHTAK",ROHTAK,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2016703160,MANAV INSTITUTE OF PHARMACY,"VPO, JEVRA, BARWALA ROAD HISAR",HISAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2016824989,RAM GOPAL COLLEGE OF PHARMACY,"VILLAGE-SULTANPUR,NEAR FARRUKHNAGAR, GURGAON, HARYANA-122506",GURGAON,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2016944455,HINDU COLLEGE OF PHARMACY,"NEAR PANCHAYAT BHAWAN, GOHANA ROAD, SONEPAT",SONEPAT,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017002420,"R.K.S.D. COLLEGE OF PHARMACY, KAITHAL","AMBALA ROAD, KAITHAL-136027 HARYANA",KAITHAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017041328,"JAN NAYAK CH. DEVI LAL MEMORIAL COLLEGE OF PHARMACY, SIRSA","POST BOX NO. 81, BARNALA ROAD, SIRSA",SIRSA,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017071338,ADVANCED INSTITUTE OF PHARMACY,"70 K.M., DELHI MATHURA ROAD, V.P.O AURANGABAD, TEHSIL HODAL, DISTT PALWAL (HARYANA)",PALWAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017120481,M. M. COLLEGE OF PHARMACY,"M M UNIVERSITY, MULLANA,-133203 NEAR BARARA AMBALA HARYANA",AMBALA,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017124360,RAJENDRA INSTITUTE OF TECHNOLOGY & SCIENCES,"4TH MILESTONE, NEAR PETROL PUMP HISAR ROAD, SIRSA-125055, HARYANA",SIRSA,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017141248,GURU JAMBHESHWAR UNIVERSITY OF SCIENCE & TECHNOLOGY,DELHI-SIRSA ROAD,HISAR,Government,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017161841,DOON VALLEY INSTITUTE OF PHARMACY & MEDICINE,OUTSIDE JUNDLA GATE KARNAL-132001,KARNAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017205940,P.D.MEMORIAL COLLEGE OF PHARMACY,"SARAI AURANGABAD, BAHADURGARH, DISTT. JHAJJAR (HARYANA)",JHAJJAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017397627,SAVITRI DEVI MEMORIAL COLLEGE OF PHARMACY,PUNDRI ROAD RAJOUND,KAITHAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017415987,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHARSHI DAYANAND UNIVERSITY, ROHTAK.","DEPARTMENT OF PHARMACEUTICAL SCIENCES MAHARSHI DAYANAND UNIVERSITY, ROHTAK, HARYANA - 124 001.",ROHTAK,Government,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017457995,"LORD SHIVA COLLEGE OF PHARMACY, SIRSA","NEAR CIVIL HOSPITAL, POST BOX NO.63, SIRSA-125055 (HARYANA)",SIRSA,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017485687,SWAMI DEVI DYAL INSTITUTE OF PHARMACY,"VILL. GOLPURA, TEHSIL BARWALA, DISTT. PANCHKULKA",PANCHKULA,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017522310,R.P. EDUCATIONAL TRUST GROUP OF INSTITUTIONS,"G.T. ROAD, BASTARA,KARNAL",KARNAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2017524272,B.S.ANANGPURIA INSTITUTE OF PHARMACY,"ALAMPUR, BALLABGARH-SOHNA ROAD, FRAIDABAD",FARIDABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,UG,1-2018597726,INSTITUTE OF PHARMACEUTICAL SCIENCES,"KURUKSHETRA UNIVERSITY, KURUKSHETRA-136119, HARYANA",KURUKSHETRA,Government,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2016809179,DREAMZ COLLEGE OF PHARMACY,VILLAGE KHILRA POST OFFICE MERAMASIT,MANDI,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017111542,HIMACHAL INSTITUTE OF PHARMACY,"RAMPUR GHAT ROAD, PAONTA SAHIB, DISTT SIRMOUR",SIRMAUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017133983,ABHILASHI COLLEGE OF PHARMACY,"TANDA, P.O. BALT (NER CHOWK), TEH. SADAR, DISTT. MANDI H.P.",MANDI,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017156777,SCHOOL OF PHARMACY,"VILL- BAJHOL PO. SULTANPUR , VIA- KUMARHATTI , DISTT- SOLAN HP 173229",SOLAN,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017201329,VINAYAKA COLLEGE OF PHARMACY,VILL. BAHOGUNA P. O. GARSA DISTT. KULLU (H.P.) PIN-175141,KULU,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017365212,ABHILASHI GROUP OF INSTITUTIONS (SCHOOL OF PHARMACY AND SCHOOL OF ENGINEERING & TECHNOLOGY),"CHAIL CHOWK (CHACHYOT), DISTT. MANDI H.P.",MANDI,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017380063,LAUREATE INSTITUTE OF PHARMACY,"VPO KATHOG, TEH. DEHRA, DISTT. KANGRA, H.P.",KANGRA,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017503631,HIMALAYAN INSTITUTE OF PHARMACY,"NEAR SUKETI FOSSIL PARK ROAD, KALA-AMB, DISTT. SIRMOUR (HP)",SIRMAUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017552044,KC INSTITUTE OF PHARMACEUTICAL SCIENCES,VPO PANDOGA UPARLA,UNA,Unaided - Private,N,N,Click Here,NA
2014-2015,Himachal Pradesh,Pharmacy,PG,1-2017552199,L. R. INSTITUTE OF PHARMACY,VILLAGE JABLI-KYAR P.O. OCHGHAT RAJGARH ROAD SOLAN- 173223 (H.P.),SOLAN,Unaided - Private,N,N,Click Here,NA
2014-2015,Jammu and Kashmir,Pharmacy,UG,No data available in table
2014-2015,Jammu and Kashmir,Pharmacy,PG,No data available in table
2014-2015,Jharkhand,Pharmacy,UG,1-2012993756,BIRLA INSTITUTE OF TECHNOLOGY,"MESRA, RANCHI - 835215",RANCHI,Govt aided,N,N,Click Here,NA
2014-2015,Jharkhand,Pharmacy,PG,1-2012993756,BIRLA INSTITUTE OF TECHNOLOGY,"MESRA, RANCHI - 835215",RANCHI,Govt aided,N,N,Click Here,NA
2014-2015,Karnataka,Pharmacy,UG,1-2010783780,VISVESWARAPURA INSTITUTE OF PHARMACEUTICAL SCIENCES,"22ND MAIN, 24TH CROSS, BSK 2ND STAGE, BANGALORE-560070",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2014-2015,Karnataka,Pharmacy,UG,1-2010816545,ACHARYA & B M REDDY COLLEGE OF PHARMACY,SOLDEVANAHALLI HESARGHATTA MAIN ROAD BANGALORE - 560 090.,BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
